"student_id","high_school_gpa","sleep_hours","stress","attendance","study_hours","college_gpa_raw","college_gpa","preparation_group"
1,2.54724998641361,7.091702131081,-1.84684786480487,69.0797354502668,13.9045002651707,3.03355153013664,3.03355153013664,"Lower prior GPA"
2,2.6549710497421,6.92040023738382,0.518264636679273,80.8269345694569,13.4533132866495,3.07610300094176,3.07610300094176,"Lower prior GPA"
3,3.77601144695673,7.19812409060921,0.690098985140305,80.7827322028258,5.04464445380463,3.57829437506243,3.57829437506243,"Higher prior GPA"
4,2.78316585545263,6.4506933161613,-1.46856800384155,86.4582314100141,10.8991161423104,3.4356260539663,3.4356260539663,"Lower prior GPA"
5,2.33192536777515,6.71825443797852,-0.250450730137464,71.1534303275053,14.0156124011606,2.65469701931025,2.65469701931025,"Lower prior GPA"
6,2.74315980681158,7.61223473712659,1.47969980837545,74.5585200410247,13.3124127057358,2.78925281954682,2.78925281954682,"Lower prior GPA"
7,3.38485565032316,6.05995022763234,-0.371947275319448,71.651757035279,6.65313716283806,3.1437936813293,3.1437936813293,"Higher prior GPA"
8,2.89406402911893,6.22972181134804,-0.372133993696121,62.5375949592302,13.4924209740449,3.24193960587871,3.24193960587871,"Lower prior GPA"
9,2.5004561970565,6.96160898056508,1.35695441611684,80.3478799302593,14.1671757203254,2.41567882925452,2.41567882925452,"Lower prior GPA"
10,2.66762239065879,6.06761412276524,-2.46640583997589,87.8760720494102,13.1040326344052,2.80417295212343,2.80417295212343,"Lower prior GPA"
11,3.03202504206197,7.4510617843934,-0.215477675661701,77.5756266747228,12.0021699503743,3.40876277427207,3.40876277427207,"Middle prior GPA"
12,3.1473865629327,7.14706633193611,0.217792260254858,75.6018258042507,8.92380652126311,3.44897110776064,3.44897110776064,"Middle prior GPA"
13,3.14258668215635,6.40658864151879,0.856998126060912,80.1133192443253,11.7396675954453,3.28510362086213,3.28510362086213,"Middle prior GPA"
14,3.41355248153893,5.30960820302927,0.23201977323686,81.0857472743341,9.81646179106103,3.43670146215737,3.43670146215737,"Higher prior GPA"
15,3.87383145593048,6.81792049900971,-0.011891489302556,77.7794453581714,5.45273100442713,3.73200164703562,3.73200164703562,"Higher prior GPA"
16,3.41401419519112,6.23485058163697,0.617415138631302,88.2384874047816,9.15941760936142,4.06706299344994,4,"Higher prior GPA"
17,2.82018214314404,7.34164754927619,0.359800055299071,64.3406113743119,12.4028516343624,2.95004005092914,2.95004005092914,"Lower prior GPA"
18,3.10626419260525,7.1770847505596,-0.156300125943838,89.0150492021386,8.50097654808128,3.40197996457553,3.40197996457553,"Middle prior GPA"
19,3.3460624044359,5.44408282805456,-0.173972105592982,82.1547102817041,13.800446281215,3.82023406831459,3.82023406831459,"Higher prior GPA"
20,3.14989384796116,9,0.898854505902182,75.2089337976982,13.5783477296426,3.74751480776061,3.74751480776061,"Middle prior GPA"
21,3.84982467623461,7.40553696690579,-1.11450002158986,72.8158767520469,8.56903711653521,3.63790803462419,3.63790803462419,"Higher prior GPA"
22,2.36165348438498,6.99360734278969,-1.07910516459566,76.1551681117377,15.9697203753453,2.49205562306706,2.49205562306706,"Lower prior GPA"
23,3.41972767833039,5.5481494958948,-1.78583588335828,87.5973288422229,8.51706252595044,3.29729613936636,3.29729613936636,"Higher prior GPA"
24,2.43753635740229,5.35036362806197,0.486727466454855,78.207121012564,16.8724985078993,3.03693479044323,3.03693479044323,"Lower prior GPA"
25,3.58517810352708,7.42125087067015,0.801631754601463,77.4318743734627,9.30011765287208,3.52201117210112,3.52201117210112,"Higher prior GPA"
26,3.13203910907425,7.61044738521781,1.1324084528215,77.5030662545487,12.4317206032652,3.88329470502677,3.88329470502677,"Middle prior GPA"
27,3.33030614619014,5.78623118014258,-0.677600842110254,78.5924544433648,9.41548758774916,3.3358201404836,3.3358201404836,"Higher prior GPA"
28,3.0033033994468,7.15155402696419,-0.323339854708221,75.7386906988211,11.0167371824964,2.83844973657533,2.83844973657533,"Middle prior GPA"
29,3.42305397625378,6.48454173188514,0.698500868910805,78.6876334066877,9.57951138255793,4.10084642407636,4,"Higher prior GPA"
30,3.13369780990922,7.47522388350051,1.05255536995226,63.1107334143373,11.0791224232776,3.30999435896792,3.30999435896792,"Middle prior GPA"
31,2.91620612783981,7.55922441527675,-0.22168782965106,78.5006920789195,10.5229074355008,3.62596044857987,3.62596044857987,"Lower prior GPA"
32,2.51428870511073,7.20283623974964,-0.399170466684768,67.2918328036682,13.9833025146079,2.38511643302084,2.38511643302084,"Lower prior GPA"
33,3.54709911766994,6.59476462227524,0.24931042030446,89.8205178089305,6.52135583334498,3.78512664774102,3.78512664774102,"Higher prior GPA"
34,3.66930654342868,8.2011827715017,0.618566818151985,79.5592584518214,9.48998606018031,4.02681236986276,4,"Higher prior GPA"
35,3.67043753726307,6.63516410751436,-1.13035728607429,84.0378781110451,6.42265177662624,4.02300201466394,4,"Higher prior GPA"
36,3.30969548523666,7.72884581291085,-0.322200832017402,72.3350911099553,7.85381492776659,3.39284280574749,3.39284280574749,"Higher prior GPA"
37,2.19363590124393,8.84021470412665,-2.08115107583911,69.687289991111,21.4898152876255,3.46912408443106,3.46912408443106,"Lower prior GPA"
38,2.91379408523652,7.02764162801923,-0.532673150541807,71.320594019708,13.403588558552,3.09234475979941,3.09234475979941,"Lower prior GPA"
39,2.91949020177984,7.17512201733318,0.874237568962143,68.3907321838454,12.2125012946314,3.06780202932917,3.06780202932917,"Lower prior GPA"
40,3.13956210580766,7.19739079186523,0.225214643456976,76.4749067834997,11.4954176510748,3.27251366965781,3.27251366965781,"Middle prior GPA"
41,2.85767382944485,7.75477238264033,-0.256404696940025,79.0505529613692,12.4237526442242,2.8834776317324,2.8834776317324,"Lower prior GPA"
42,3.47673241395242,5.78385069016581,-0.465172006194712,83.6942383066096,8.57642640495088,3.17795942694424,3.17795942694424,"Higher prior GPA"
43,3.6639691856146,5.09857601322882,0.517732221383704,72.5744166505232,11.4335991555724,3.88473411192606,3.88473411192606,"Higher prior GPA"
44,2.93456978049847,6.56406849376558,0.415011784323769,72.6262472072877,10.3162753575482,3.33770456772292,3.33770456772292,"Lower prior GPA"
45,3.53727379399275,5.95428677926693,-1.68730389806603,69.6011771882842,8.91946769530857,3.48553649918763,3.48553649918763,"Higher prior GPA"
46,3.46909359778055,6.12816013021652,1.38730272767836,88.5737911401554,10.6994782782422,3.69274186302317,3.69274186302317,"Higher prior GPA"
47,3.32399745421007,6.17623523616031,-0.581283697025027,78.6905829024093,11.143403417116,3.64122609318038,3.64122609318038,"Higher prior GPA"
48,3.15121018935352,6.75203859506234,-0.529520329839145,75.0081516285391,10.006461431632,3.83539901623279,3.83539901623279,"Middle prior GPA"
49,2.91040668851078,6.8453062135134,-1.10931426993928,80.9087774181273,9.77922850818449,2.67643650614242,2.67643650614242,"Lower prior GPA"
50,3.5941245333833,7.05348799576355,-0.443594534431914,100,4.44977879055062,3.00691996933565,3.00691996933565,"Higher prior GPA"
51,3.15183812660452,6.8070108535312,0.383959648674639,72.6957490553408,10.1232066860763,3.77435488508723,3.77435488508723,"Middle prior GPA"
52,2.26926712030062,7.18214136156837,-0.526227490035763,58.785662856597,17.4747841636662,2.89597198118607,2.89597198118607,"Lower prior GPA"
53,2.97951689296912,7.36189788769569,-1.39665807653825,79.8065485678872,10.2691077454016,3.21608731870665,3.21608731870665,"Middle prior GPA"
54,3.44725286319307,6.90040569539595,0.849337451840959,80.2174274368117,10.8554456634026,4.17222865984803,4,"Higher prior GPA"
55,3.59600159441252,6.18224823312368,-0.465518103353501,85.1047880966378,8.87645752239579,3.40542258554638,3.40542258554638,"Higher prior GPA"
56,3.15239233406578,6.22417941055878,-1.25065105981935,77.835772031631,9.01715945755826,3.0244141610976,3.0244141610976,"Middle prior GPA"
57,3.37459977036636,5.3682700351633,1.92489110261877,68.2997792574925,9.45615564318173,3.69201544812753,3.69201544812753,"Higher prior GPA"
58,3.16045542929561,6.7225091271593,0.388573027134537,93.0270253115921,8.18967921475468,3.10317204590224,3.10317204590224,"Middle prior GPA"
59,2.80528830089342,8.54502182501357,-1.29697782666643,75.3282791091524,14.1364453510227,3.54935302738457,3.54935302738457,"Lower prior GPA"
60,3.42427627781054,7.06701148122052,-0.798918159170138,85.1238107198544,9.46558167226591,3.20377283642947,3.20377283642947,"Higher prior GPA"
61,2.94516265213303,5.90069387047087,0.496712704180573,69.4399948242259,11.5680472207842,3.45971830608352,3.45971830608352,"Lower prior GPA"
62,3.27904455830662,6.96425091366117,-0.143411335687875,87.6931657405629,8.76840377603755,3.7271184442769,3.7271184442769,"Middle prior GPA"
63,3.0366932912126,8.95280908914872,1.63395764009408,76.3185717433726,14.7527419843297,3.26014106898979,3.26014106898979,"Middle prior GPA"
64,3.06129263816053,7.9678043100253,0.824041350868161,66.3115052381501,10.7880412373264,3.63842296145786,3.63842296145786,"Middle prior GPA"
65,3.30684682512996,7.22536381461434,-1.30757734023314,79.1288497562346,7.68257318019108,3.19905570821165,3.19905570821165,"Higher prior GPA"
66,3.34506616823124,7.17772575937605,0.998428298435871,79.2240912999835,9.18715840001135,3.59279184604116,3.59279184604116,"Higher prior GPA"
67,3.54353339926364,6.09933882085025,-0.807338677687183,79.8741296174211,8.0524634286724,3.552912879314,3.552912879314,"Higher prior GPA"
68,2.97286833860504,6.84261831132314,2.23892832927229,55.6862457381726,13.6108068060442,3.22674840062047,3.22674840062047,"Middle prior GPA"
69,2.6067193818827,6.69368341173546,-1.25169849399721,78.8078348176476,13.8669872505327,2.85572129976526,2.85572129976526,"Lower prior GPA"
70,2.50547452811082,5.88593200010967,0.09564609867066,55.332397442103,15.9144403252815,2.99689838174426,2.99689838174426,"Lower prior GPA"
71,2.96571994538203,6.79811714002802,-0.313504421456546,74.0901424572541,11.7272746101507,3.40541547578693,3.40541547578693,"Middle prior GPA"
72,3.62386072417699,6.75169610224035,0.755654208531799,81.0932890784672,6.27586204780053,3.45260593107833,3.45260593107833,"Higher prior GPA"
73,2.70879359750372,7.02048268185187,0.113791214093756,68.129926525153,15.8811778388953,3.4596616812814,3.4596616812814,"Lower prior GPA"
74,3.52706421356721,7.54304850892923,-0.0659733484304567,84.2645051301056,8.04316762310248,3.40587428433665,3.40587428433665,"Higher prior GPA"
75,2.63135195914492,6.04572772718488,-1.52892453243965,75.4460044763296,12.1156623787456,2.85250257269244,2.85250257269244,"Lower prior GPA"
76,3.14137552743108,6.52592891694093,0.226521305734739,63.2786116295874,12.3658254709612,2.9154033816059,2.9154033816059,"Middle prior GPA"
77,2.48403281699922,6.87241237353424,-0.770306025640891,72.4213376584641,11.1031252550181,2.85015145073919,2.85015145073919,"Lower prior GPA"
78,3.64979006011088,7.69927334968091,0.19446427462255,74.4974322660841,9.35109534689569,4.03472632966791,4,"Higher prior GPA"
79,3.51739405242086,7.31877303361774,-0.449489106765493,82.3258604239178,6.93499651783542,3.9491148696229,3.9491148696229,"Higher prior GPA"
80,2.71600412497927,7.39745130482587,-1.36252589734267,70.7626565333874,14.2282684177791,2.47942485976646,2.47942485976646,"Lower prior GPA"
81,2.8186401310302,6.84731027254236,0.200812014724825,79.5797172054982,14.0514203861141,3.33178965303371,3.33178965303371,"Lower prior GPA"
82,2.78317038551084,6.78112995908355,0.199822945509014,71.1059006952195,12.1472982298617,3.33642749968144,3.33642749968144,"Lower prior GPA"
83,3.64675927542699,7.53530558752202,1.13452858822227,78.5078572950496,7.59254177945281,3.45460156878813,3.45460156878813,"Higher prior GPA"
84,3.3957723754872,6.25574369151299,-1.3137494439904,70.9581019965699,7.27308544259923,3.47959567498853,3.47959567498853,"Higher prior GPA"
85,3.58064506159766,7.21188292478365,-0.48496072773738,80.9983291716923,9.51121778379745,4.0161746787157,4,"Higher prior GPA"
86,2.73580237811917,6.47378838142803,-0.971169581759813,78.3675544896415,12.4171542129895,2.9728265151746,2.9728265151746,"Lower prior GPA"
87,2.66142696322837,7.50841913003844,0.898827873721621,68.4325679600321,13.5852599519894,3.02647845297201,3.02647845297201,"Lower prior GPA"
88,2.51552737802247,6.54964796815089,0.382680888785268,76.7105723210808,13.8037247415815,3.31997048915551,3.31997048915551,"Lower prior GPA"
89,2.62027408800397,8.77796525378821,-2.19219768564487,69.6090603900612,14.9769213401125,2.73169108280475,2.73169108280475,"Lower prior GPA"
90,3.62548389250801,6.1651020377378,-0.697454700068373,79.8436755272582,7.82918352173439,3.379877767494,3.379877767494,"Higher prior GPA"
91,3.58363479642563,5.81562299491043,-0.925017190119615,77.3399464079003,5.92503419548369,3.72090501895349,3.72090501895349,"Higher prior GPA"
92,2.34378194574856,6.62523479407826,0.065942612324577,56.7510717894132,17.5930508688707,2.9135816357522,2.9135816357522,"Lower prior GPA"
93,2.80653180933145,6.07164682147329,-1.69183285801566,78.4550773717212,7.77560279641347,2.73048210282321,2.73048210282321,"Lower prior GPA"
94,3.48266304354078,7.76825341118314,1.49269834214723,64.0682833633734,9.86390791236485,3.19618552875588,3.19618552875588,"Higher prior GPA"
95,2.3609724121647,6.14413694060006,-0.600100051314102,77.9528021812408,13.870155740856,2.86543838686071,2.86543838686071,"Lower prior GPA"
96,3.12268768835329,7.33164617665058,-0.874489749296292,74.6605383939621,9.56703436860516,3.44185287668005,3.44185287668005,"Middle prior GPA"
97,2.86384330578732,7.42666259813104,0.402302227079816,79.5285734767766,15.5675572489513,3.43124804006082,3.43124804006082,"Lower prior GPA"
98,2.65504222249099,5.543662546349,-1.02443899450926,64.1558036110172,15.5757207740666,3.19946184548977,3.19946184548977,"Lower prior GPA"
99,2.67374386505769,7.24098748784649,0.0505213497032653,63.563880597504,17.0060396072155,3.45275441437793,3.45275441437793,"Lower prior GPA"
100,2.21228702571531,6.81563053753783,1.27651641284213,60.5657554752305,15.0289064835502,2.45299450724102,2.45299450724102,"Lower prior GPA"
101,3.02193347018965,5.9307414642098,0.246058372984377,67.5196747606951,13.5869742754309,3.10556360572512,3.10556360572512,"Middle prior GPA"
102,2.75542212647562,8.21980123735229,-0.385390568289834,71.1105085937071,14.4799096260303,3.84389855268916,3.84389855268916,"Lower prior GPA"
103,3.73461232462913,5.9146757122519,-0.772500819127471,80.7483985239596,6.27664133325605,3.63969473775493,3.63969473775493,"Higher prior GPA"
104,2.42981675170336,6.62992020880373,-0.819482591833824,65.329855220566,13.9457197108699,3.08281511572224,3.08281511572224,"Lower prior GPA"
105,3.14836328315233,7.65373104910762,0.378641666526273,79.9335808487704,9.67745062373698,3.02794918345042,3.02794918345042,"Middle prior GPA"
106,3.23379925026651,6.95627005694724,1.73383329502862,62.6569463390654,11.5461572330202,3.09275866085096,3.09275866085096,"Middle prior GPA"
107,2.34718591948871,5.79753465493572,-0.953136269358767,66.0488523374365,17.1376512442847,2.92741317766581,2.92741317766581,"Lower prior GPA"
108,3.71372720931716,6.32169020793071,-2.40130808783853,87.8620012907135,1.81552532453301,3.03488789550727,3.03488789550727,"Higher prior GPA"
109,3.00616399160208,5.23399264945567,-2.32120724411571,76.8049606862753,12.6005785797886,2.95719607993336,2.95719607993336,"Middle prior GPA"
110,2.50164649989036,8.72412794856704,1.1416104646574,68.8752863133982,20.2884417906343,3.24408780846525,3.24408780846525,"Lower prior GPA"
111,2.64662359601627,6.83815391404186,1.75173384310496,74.687600144161,13.8982919494391,3.16462253640141,3.16462253640141,"Lower prior GPA"
112,3.12096828340159,6.9439710477431,-2.18648765770432,85.8074870319982,6.7087344840834,3.28128196096602,3.28128196096602,"Middle prior GPA"
113,3.5876094333448,7.44614130752459,-1.23682940828067,74.1549610262428,6.43336285683837,3.50991645185577,3.50991645185577,"Higher prior GPA"
114,3.56305590289489,6.68621830396517,-0.463421910176711,79.5132331697518,6.96452093120615,3.25901927625719,3.25901927625719,"Higher prior GPA"
115,2.52471069291711,7.45256239090261,0.0103477680932684,68.4292906770222,15.3482569689282,3.12894586862429,3.12894586862429,"Lower prior GPA"
116,2.84346468204555,5.91727017250882,-0.280372665708251,75.1240172635461,13.1477704981991,3.0184364227554,3.0184364227554,"Lower prior GPA"
117,3.17706235463779,8.05824267121966,0.0957950188965986,70.4545993992203,10.7010711200429,3.36638624476092,3.36638624476092,"Middle prior GPA"
118,2.91718858145128,6.71756846719043,-0.873520766220181,86.9773529510089,10.9677187374336,3.56333644416133,3.56333644416133,"Lower prior GPA"
119,3.39104251357708,7.15587735609551,1.56017655823746,74.1546629452487,10.5804695126291,3.53813530119687,3.53813530119687,"Higher prior GPA"
120,3.10854213904645,9,-0.757935656524136,89.8046080303832,11.6837567178411,3.29732873006804,3.29732873006804,"Middle prior GPA"
121,2.88718743204994,8.05873553078025,2.02144196478606,78.3585932110313,15.8666946366398,3.26370515588237,3.26370515588237,"Lower prior GPA"
122,2.53562985494638,6.66656350702556,-0.127129296850216,74.8926346032323,13.0721101977637,3.06971334080525,3.06971334080525,"Lower prior GPA"
123,3.51629762710364,6.86021846025135,-0.134366478955728,78.6114849880478,8.54917051319203,3.50796213310518,3.50796213310518,"Higher prior GPA"
124,3.06962945797866,6.88335238296499,-1.72483853360691,76.9492512984326,13.6212804024222,3.44298684091058,3.44298684091058,"Middle prior GPA"
125,2.56616856775965,6.57189196968024,0.780291304980928,75.2604907729859,14.7111798874361,3.39581066124449,3.39581066124449,"Lower prior GPA"
126,3.2704092170113,8.05428842860571,0.912921186475912,65.7977794812519,10.5126752276108,3.21151120504906,3.21151120504906,"Middle prior GPA"
127,2.4541301270447,6.8671129705198,0.58296495348641,55,14.8031823528001,2.87577604041736,2.87577604041736,"Lower prior GPA"
128,3.07692238984536,6.73289386691253,-0.40252936499886,58.0923805505557,11.1256149045556,3.25620468579846,3.25620468579846,"Middle prior GPA"
129,2.70258664150191,8.04391617201275,-0.839300489704606,79.8210295006933,12.1872452111764,3.15776107969558,3.15776107969558,"Lower prior GPA"
130,2.96193656254257,7.4054865738466,-0.708368948948431,68.5060923041374,11.7734150426232,3.43548358261817,3.43548358261817,"Middle prior GPA"
131,3.29120123441102,6.99319445311447,-0.567324075864427,67.6238443732057,8.74875372157738,3.13650387997086,3.13650387997086,"Middle prior GPA"
132,2.39557553566936,5.95390721898591,-0.000935665385249533,74.2836054035164,19.3499075637129,3.20799429261286,3.20799429261286,"Lower prior GPA"
133,2.77284059890938,7.40798978526317,-0.249569476203464,80.8218384434435,11.8126848043401,4.02062707121195,4,"Lower prior GPA"
134,2.99010479566278,7.3581677444888,0.785892711811045,69.4803326509265,15.3092769644935,3.79490988883338,3.79490988883338,"Middle prior GPA"
135,3.35141113776251,6.49161645131257,1.07336115337847,65.9743616362372,10.5273568807769,3.71624927566053,3.71624927566053,"Higher prior GPA"
136,3.84291655442207,5.78966664714872,-1.55486355499516,82.1125401760271,5.2872963496342,3.14117217031916,3.14117217031916,"Higher prior GPA"
